StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,fam_biden,fam_trump,fam_zuck,fam_musk,fav_biden_1,fav_trump_1,fav_zuck_1,fav_musk_1,t1_biden_1,t1_trump_1,t1_zuck_1,t1_musk_1,t2_biden_1,t2_trump_1,t2_zuck_1,t2_musk_1,Q1,Q2,Q3,Q4,Q5,transaction_id
2024-07-29 17:26:55,2024-07-29 17:28:33,IP Address,184.92.116.239,100,98,True,2024-07-29 17:28:33,R_3iImCPVdITxHSbb,,,,,26.153,-97.9104,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,4gQBTIcJ5xMR81BrSDulER
2024-07-29 17:28:12,2024-07-29 17:28:36,IP Address,172.56.248.145,100,24,True,2024-07-29 17:28:37,R_7rWAfyjoLkGtBkJ,,,,,39.7954,-86.2658,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,7sCvU3RgiVQuHkxRDXmQkv
2024-07-29 17:27:00,2024-07-29 17:28:37,IP Address,73.255.182.20,100,97,True,2024-07-29 17:28:38,R_6TOHWDldQNzLLYR,,,,,26.9146,-82.0559,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,9,0,6,4,,,,,,,,,Male,62,Democrat,Liberal,Retail,4mGCFgOVVvTrTXJEEU1SR7
2024-07-29 17:28:08,2024-07-29 17:28:38,IP Address,209.25.186.152,100,30,True,2024-07-29 17:28:39,R_6QaefggW5lkhGmZ,,,,,33.1036,-88.5789,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,6,7,5,6,,,,,,,,,Male,25,Democrat,Liberal,Healthcare/Medical,5oY7yhKMF3Xq0oIX3m8z8e
2024-07-29 17:26:02,2024-07-29 17:28:39,IP Address,52.144.104.122,100,157,True,2024-07-29 17:28:39,R_6dn83PPic9cV6vv,,,,,32.4628,-97.4006,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,5,0,1,0,Female,29,Independent,Neither liberal nor conservative,N/A,6dDgJKlz8ceXsfPfOYKbyc
2024-07-29 17:27:45,2024-07-29 17:28:44,IP Address,172.3.149.206,100,58,True,2024-07-29 17:28:44,R_5fa0q3AuPbaoFRz,,,,,26.6598,-80.2429,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,9,0,7,4,,,,,,,,,Female,45,Democrat,Liberal,N/A,4JMTkdJI0XkCG9dhSj7X6h
2024-07-29 17:28:10,2024-07-29 17:28:48,IP Address,23.120.64.55,100,38,True,2024-07-29 17:28:48,R_1QRacfSU19eoRpK,,,,,42.8895,-87.9074,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,7,8,8,7,,,,,,,,,Male,35,Republican,Neither liberal nor conservative,None of the above,18TSvU2iIpRKpQocwTg9Dn
2024-07-29 17:26:16,2024-07-29 17:28:48,IP Address,24.44.60.122,100,151,True,2024-07-29 17:28:48,R_7iIudNVZkXTDD2i,,,,,41.0282,-73.7787,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,0,3,3,Female,71,Democrat,Liberal,Manufacturing,3wWlM2vjq5vSJOasiK6C0s
2024-07-29 17:25:59,2024-07-29 17:28:50,IP Address,73.234.18.128,100,171,True,2024-07-29 17:28:51,R_11G7OAMtlwr0BPb,,,,,42.8859,-71.299,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,5,5,5,5,,,,,Female,65,Independent,Neither liberal nor conservative,Healthcare/Medical,2Xf7QpPujqk4Gejta7oXI7
2024-07-29 17:26:25,2024-07-29 17:28:50,IP Address,172.59.209.242,100,145,True,2024-07-29 17:28:51,R_6z8kTpYo7gkbzyx,,,,,40.7053,-74.0866,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,3,9,8,7,,,,,Male,55,Republican,Liberal,Healthcare/Medical,5ENyojmsXNjrwATgPwG0rE
2024-07-29 17:28:39,2024-07-29 17:28:52,IP Address,136.50.122.96,100,12,True,2024-07-29 17:28:52,R_1sh59RNbAsuTQB7,,,,,29.4551,-98.6498,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,,,,,,,,,,0D1irCaik9qqvHggUSff7a
2024-07-29 17:26:14,2024-07-29 17:28:52,IP Address,173.66.205.205,100,158,True,2024-07-29 17:28:52,R_3gcDLr35xNhfftx,,,,,38.9779,-77.0806,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,8,0,0,0,Male,65,Democrat,Liberal,N/A,6QnpSapmgMcnTNgg52KrGp
2024-07-29 17:28:15,2024-07-29 17:28:54,IP Address,66.30.90.193,100,38,True,2024-07-29 17:28:54,R_35NL0wuZr8V7P8t,,,,,42.6915,-71.1579,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,1,10,7,10,,,,,,,,,Male,41,Republican,Conservative,Construction,2Z3qJPQVJoE9SZ19DhCn8W
2024-07-29 17:28:15,2024-07-29 17:28:56,IP Address,172.59.9.81,100,40,True,2024-07-29 17:28:56,R_6afYi2zaLY2R1ti,,,,,41.2045,-73.1988,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,1riiCs3OPAMK8rjPrLYNZh
2024-07-29 17:28:41,2024-07-29 17:28:56,IP Address,38.59.158.56,100,14,True,2024-07-29 17:28:56,R_12UTg78PAJXhSZu,,,,,35.9463,-95.8757,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,,,,,,,,,,3utUqNUXp36Si6RTjr1HUe
2024-07-29 17:26:23,2024-07-29 17:28:56,IP Address,68.57.140.127,100,152,True,2024-07-29 17:28:56,R_1RWj4T3LmZTSvrX,,,,,30.726,-88.075,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,4,0,2,1,,,,,Female,44,Democrat,Neither liberal nor conservative,N/A,1oq3C5yMfzhNqZ5fm4l0xv
2024-07-29 17:27:50,2024-07-29 17:28:57,IP Address,73.214.48.166,100,66,True,2024-07-29 17:28:57,R_5Ei7ls1GtKipwiw,,,,,41.0266,-80.3498,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,9,0,5,2,,,,,,,,,Female,61,Democrat,Liberal,N/A,37kTGCEbsXiY2fKlpojQa7
2024-07-29 17:28:42,2024-07-29 17:28:57,IP Address,174.226.7.196,100,14,True,2024-07-29 17:28:58,R_5S6o9PkspcYCEbO,,,,,29.7335,-95.5564,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,11WuGI2vKXyFVLIiSt1NUi
2024-07-29 17:28:30,2024-07-29 17:28:57,IP Address,66.30.120.249,100,27,True,2024-07-29 17:28:58,R_7hupVt6vrjF6klm,,,,,42.7826,-71.1029,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,3wY1KzgbsB8HE6uRq1hHXC
2024-07-29 17:28:21,2024-07-29 17:28:59,IP Address,173.31.249.231,100,38,True,2024-07-29 17:29:00,R_5EESnOvQnD0Nwu3,,,,,30.9459,-83.2496,anonymous,EN,I am NOT very familiar with Joe Biden and CANNOT recognize him by face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,2VEWDsFocKHiwNwev3tVth
2024-07-29 17:28:33,2024-07-29 17:29:00,IP Address,35.150.209.22,100,26,True,2024-07-29 17:29:01,R_6DfWCZJ11Zq16Mx,,,,,36.5491,-82.5584,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,,,,,,,,,,4WOEI5WmFm21rEZnRMZWCs
2024-07-29 17:26:50,2024-07-29 17:29:01,IP Address,24.160.98.160,100,131,True,2024-07-29 17:29:02,R_7H1T64psEFkuRlC,,,,,28.2454,-81.2832,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,4,8,8,Female,20,Independent,Conservative,Education,3i4mI0Ws1UjIJaQFKVs52i
2024-07-29 17:28:18,2024-07-29 17:29:01,IP Address,104.244.140.91,100,43,True,2024-07-29 17:29:02,R_3c5dTvNYuV7sOEF,,,,,30.8415,-83.9725,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,2gfHyykcZOHncitNhoT7Ol
2024-07-29 17:28:44,2024-07-29 17:29:03,IP Address,24.237.159.220,100,18,True,2024-07-29 17:29:03,R_3tfnoxiuJAWffON,,,,,61.1498,-149.8257,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am NOT very familiar with Donald Trump and CANNOT recognize him by face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,2luFC4SHd1uPDdQY5NoQtI
2024-07-29 17:27:12,2024-07-29 17:29:04,IP Address,172.58.135.233,100,111,True,2024-07-29 17:29:04,R_7jOESCr2q3xAefR,,,,,25.9289,-80.1827,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,8,7,8,8,Male,27,Democrat,Neither liberal nor conservative,"Technology ",3AofqpFK0WHTFhNBGTwGtg
2024-07-29 17:26:58,2024-07-29 17:29:04,IP Address,35.150.238.69,100,125,True,2024-07-29 17:29:04,R_7rDQ4MEOHei8WbF,,,,,32.3862,-84.9263,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,0,6,0,Female,32,Democrat,Liberal,Finance,76CkAUNf3W6unrAnwZsVYK
2024-07-29 17:27:38,2024-07-29 17:29:05,IP Address,174.50.255.50,100,86,True,2024-07-29 17:29:05,R_7fq3EKh5kOlw97R,,,,,36.0964,-86.8212,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,9,0,4,0,,,,,,,,,Female,24,Democrat,Liberal,N/A,25XrBMJUu6YufyORf3hWTt
2024-07-29 17:28:20,2024-07-29 17:29:07,IP Address,71.192.188.130,100,46,True,2024-07-29 17:29:08,R_3NyWg4XTB2bSZi4,,,,,42.4759,-70.9047,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,0,0,0,0,,,,,,,,,Male,55,Independent,Liberal,"Technology ",4a3MkaLkO4sRhXxDItJjKH
2024-07-29 17:28:52,2024-07-29 17:29:07,IP Address,98.237.154.75,100,14,True,2024-07-29 17:29:08,R_3DMCdJWOW1JP7fj,,,,,47.6462,-117.2657,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,7A9tUYtEwyH0jbCCGo6e1K
2024-07-29 17:27:59,2024-07-29 17:29:08,IP Address,96.240.154.37,100,69,True,2024-07-29 17:29:09,R_6hxzE7DjrEaNX1f,,,,,40.275,-76.8039,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,4,10,7,7,,,,,,,,,Male,18,Republican,Conservative,"Technology ",1EzjtHlkHiHsUNN2i6bDAy
2024-07-29 17:26:52,2024-07-29 17:29:09,IP Address,166.199.169.29,100,136,True,2024-07-29 17:29:10,R_6VUQop4Ex7FiuUF,,,,,33.7485,-84.3871,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,7,7,8,8,,,,,Female,26,Democrat,Liberal,Education,5VE1nIh1NvMyS1ZiopyNS7
2024-07-29 17:28:59,2024-07-29 17:29:12,IP Address,98.113.130.90,100,12,True,2024-07-29 17:29:12,R_6xZrmlbTgPAAWXv,,,,,40.6358,-73.7147,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,2WER0qYZivDzjDGrqNUxVw
2024-07-29 17:26:59,2024-07-29 17:29:13,IP Address,73.45.115.133,100,133,True,2024-07-29 17:29:14,R_6zSeyCxN5xyM82y,,,,,41.7088,-85.976,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,3,6,9,10,Female,63,Republican,Conservative,None of the above,4TZGUhPGLXKlJZefLDGx8g
2024-07-29 17:27:19,2024-07-29 17:29:13,IP Address,69.176.13.79,100,113,True,2024-07-29 17:29:14,R_5xLfq7tDtiswxAl,,,,,37.6605,-82.7628,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,1,3,5,3,Female,43,Independent,Neither liberal nor conservative,None of the above,4vmH2QTWwKDumgcSpl0LRB
2024-07-29 17:28:56,2024-07-29 17:29:13,IP Address,172.58.56.215,100,16,True,2024-07-29 17:29:14,R_6AmDEavEh3osj3b,,,,,39.6814,-104.8837,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,,,,,,,,,,3dTCq1CL8GQKCCZsJPShfy
2024-07-29 17:26:54,2024-07-29 17:29:15,IP Address,73.67.75.63,100,140,True,2024-07-29 17:29:15,R_621Zn2LCA3ZAgFj,,,,,28.8064,-81.8869,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,9,9,9,9,,,,,Male,33,Republican,Conservative,Construction,1H7qPcUu1PszjgZdtscKMF
2024-07-29 17:26:17,2024-07-29 17:29:15,IP Address,71.209.76.150,100,177,True,2024-07-29 17:29:15,R_51vnzuiNSd8F3wC,,,,,30.4274,-84.258,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,9,3,2,8,,,,,Female,70,Republican,Neither liberal nor conservative,Real Estate,1WhAuOtaDfc3T4FWxJahEF
2024-07-29 17:26:26,2024-07-29 17:29:16,IP Address,172.58.231.109,100,169,True,2024-07-29 17:29:16,R_1e57bn3VuyZRA8q,,,,,40.8019,-73.9285,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,9,0,0,0,,,,,Female,64,Democrat,Liberal,N/A,6htAl9ILvFWqWf0arTmVwA
2024-07-29 17:27:20,2024-07-29 17:29:16,IP Address,73.0.216.68,100,116,True,2024-07-29 17:29:16,R_7F3RXNxXRGZHOkj,,,,,25.6062,-80.3452,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,10,0,5,0,,,,,,,,,Female,67,Democrat,Liberal,N/A,3oy7yMTXqvD1FzPYVNP0cI
2024-07-29 17:28:28,2024-07-29 17:29:18,IP Address,140.141.163.71,100,49,True,2024-07-29 17:29:18,R_7zU3mpr1FycrPlf,,,,,40.772,-89.6572,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,0,10,4,10,,,,,,,,,Female,37,Republican,Conservative,None of the above,1ZhdY9EoM8s0zcCR7LkHtb
2024-07-29 17:26:08,2024-07-29 17:29:21,IP Address,45.50.157.119,100,193,True,2024-07-29 17:29:21,R_3sZ6lvu4cWT8gH9,,,,,34.0282,-117.0372,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,10,0,2,0,Female,64,Democrat,Liberal,None of the above,2Z8fdjj8D1SrTG1zz4zhlS
2024-07-29 17:26:31,2024-07-29 17:29:25,IP Address,172.116.52.218,100,174,True,2024-07-29 17:29:25,R_3sZwRF8RAJqSRRo,,,,,34.0903,-118.3749,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,8,0,1,0,Female,50,Independent,Liberal,None of the above,4ajkANVDGRvZeeT0kd4mH7
2024-07-29 17:28:25,2024-07-29 17:29:26,IP Address,73.102.107.183,100,60,True,2024-07-29 17:29:26,R_1M9be43NitCm6w5,,,,,39.808,-86.3169,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,0,10,0,7,,,,,,,,,Female,39,Republican,Conservative,None of the above,6PMarM7uwLD654ba67cbTa
2024-07-29 17:27:21,2024-07-29 17:29:29,IP Address,166.198.21.79,100,127,True,2024-07-29 17:29:30,R_7tzPlxym3PRo3HH,,,,,40.7809,-73.9502,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,8,0,6,3,Male,25,Democrat,Liberal,None of the above,2mVj1npHzIQV1LGbZltiHC
2024-07-29 17:29:22,2024-07-29 17:29:35,IP Address,108.252.67.140,100,13,True,2024-07-29 17:29:36,R_7qy3O7pFKfk7IIh,,,,,37.6687,-97.2217,anonymous,EN,I am NOT very familiar with Joe Biden and CANNOT recognize him by face,I am NOT very familiar with Donald Trump and CANNOT recognize him by face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,0ePujNhNJwYgmFWEgHQoNW
2024-07-29 17:29:28,2024-07-29 17:29:36,IP Address,35.145.211.91,100,8,True,2024-07-29 17:29:37,R_62SIs3zazfchs2r,,,,,28.1138,-82.3677,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,,,,,,,,,,4Nl7gawovbthsMXuynVWIe
2024-07-29 17:29:23,2024-07-29 17:29:37,IP Address,71.255.59.238,100,14,True,2024-07-29 17:29:38,R_3UAja6aKm4XKtVf,,,,,40.8205,-73.9183,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am NOT very familiar with Mark Zuckerberg and CANNOT recognize him by face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,2blqqhKJbxoCNCgaw8Wsfb
2024-07-29 17:26:39,2024-07-29 17:29:38,IP Address,73.14.60.117,100,178,True,2024-07-29 17:29:38,R_6t9Wxrmypxw6kJ1,,,,,39.8294,-104.9095,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,7,7,8,9,,,,,Female,24,Republican,Liberal,Retail,4CGUoNLYqAgr9dmaZsX6Zt
2024-07-29 17:27:38,2024-07-29 17:29:38,IP Address,76.245.192.16,100,120,True,2024-07-29 17:29:39,R_1ptpoQoq5yCioMl,,,,,42.0172,-87.8691,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,8,0,0,0,Female,35,Democrat,Liberal,None of the above,3THAJNasgpVMrZll20TKEn
2024-07-29 17:27:35,2024-07-29 17:29:38,IP Address,35.145.216.36,100,123,True,2024-07-29 17:29:39,R_6esqaNFcBAdLUE3,,,,,28.0508,-82.4484,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,10,0,5,,,,,Male,30,Republican,Conservative,Retail,0LiebdqvoxuAzINmT5cBFm
2024-07-29 17:27:17,2024-07-29 17:29:38,IP Address,172.56.225.231,100,140,True,2024-07-29 17:29:39,R_6GuUA9BcuCgisZH,,,,,33.4979,-86.8125,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,0,8,4,8,,,,,,,,,Male,57,Independent,Neither liberal nor conservative,None of the above,0sAXGbKlHhFlHQJbNRfLbk
2024-07-29 17:27:21,2024-07-29 17:29:40,IP Address,166.181.82.153,100,139,True,2024-07-29 17:29:41,R_57YGIkXoxTIjrQ5,,,,,41.6021,-93.6124,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,3,5,2,6,,,,,Female,38,Republican,Neither liberal nor conservative,N/A,6IbrhH7ySgxXABE3GvekcY
2024-07-29 17:26:18,2024-07-29 17:29:41,IP Address,64.31.243.137,100,202,True,2024-07-29 17:29:41,R_614K6QdkPazfzjA,,,,,46.4896,-99.7836,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,8,0,4,5,,,,,Female,67,Democrat,Liberal,N/A,7zDhSFacBF8BJfp5OAF322
2024-07-29 17:27:00,2024-07-29 17:29:41,IP Address,69.142.14.106,100,161,True,2024-07-29 17:29:42,R_6pJEIGtWUOrz1Ar,,,,,40.0881,-74.1195,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,7,1,6,3,,,,,Female,81,Democrat,Liberal,Education,0tocjPRfXHndT6K0VLJico
